period;M0_EUR;M1_EUR;M2_EUR;moneyCirculation_EUR;moneyVelocity_EUR;keyInterestRate_EUR;priceIndex_EUR;creditUtilizationRate_EUR;M0_USD;M1_USD;M2_USD;moneyCirculation_USD;moneyVelocity_USD;keyInterestRate_USD;priceIndex_USD;creditUtilizationRate_USD;M0_YEN;M1_YEN;M2_YEN;moneyCirculation_YEN;moneyVelocity_YEN;keyInterestRate_YEN;priceIndex_YEN;creditUtilizationRate_YEN
2001-04-15;0;586752.708738421;604429.699727568;1207548.57654726;1.99783130625702;0.05;45.4284720285902;0.97544538395708;0;722784.184535649;722784.184535649;1464142.86514298;2.02569853694795;0.05;36.4280794981738;0.940483997201024;0;764669.013384899;764669.013384899;1579420.79801585;2.06549601248305;0.05;38.3306842932226;0.935453541869117
2001-04-22;0;583781.964071926;606690.083121673;1234414.22728983;2.03467019097833;0.05;39.8353440836815;0.942174738885104;0;722983.920488443;722983.920488443;1302907.50407036;1.80212514711271;0.05;33.9473545622451;0.925623937932839;0;709220.300057903;709220.300057903;1722392.82934325;2.42857237617512;0.05;35.0216549838788;0.903556140295084
2001-04-29;0;513152.888852936;590988.833381742;1057359.70020871;1.7891365123742;0.05;35.9587926794605;0.894116313866041;0;696477.028131467;696477.028131467;1686154.99881162;2.42097719049729;0.05;31.3514611640147;0.888505027610534;0;710704.104888874;710704.104888874;1457413.80990711;2.05066187163079;0.05;31.5829151786489;0.842299862813782
2001-05-06;0;531934.784257673;492882.059561256;889055.836758965;1.80379021616321;0.05;36.4131994979487;0.865977299042484;0;655585.40198461;655585.40198461;1320854.7290907;2.01477141664864;0.05;29.9337886682653;0.852358889902858;0;801843.894117356;801843.894117356;1580716.52286443;1.97135194825476;0.05;31.5135409379343;0.797358817069365
2001-05-13;0;524877.373100075;488440.244282836;1034550.67577909;2.11807009739357;0.05;35.0954586425614;0.864069344861872;0;581726.085426531;581726.085426531;1545744.00711344;2.65716811715616;0.05;28.3095149650837;0.724122116393793;0;704003.463153774;704003.463153774;1501778.85440553;2.13319810626769;0.05;31.4198768618691;0.755091366759893
2001-05-20;0;473042.163237866;454434.837627112;788792.861530489;1.73576670672801;0.05;32.3767714274122;0.823949075603242;0;542884.871256205;542884.871256205;1285976.31915459;2.36878275163371;0.05;27.2316649940818;0.630864797943451;0;584803.838161464;584803.838161464;1260395.40843283;2.15524476103873;0.05;29.8572360542142;0.67150700178228
2001-05-27;0;445842.353894426;445887.018118329;1077888.85436753;2.41740353625071;0.05;32.2168230899611;0.7983190325247;0;554659.973006587;554659.973006587;1359434.76580093;2.4509336024952;0.05;28.4802335491546;0.584210417647317;0;605869.444649591;605869.444649591;1454625.11700233;2.40088872255907;0.05;29.8396080493566;0.617936495851769
2001-06-03;0;487082.239087194;422917.876380002;806336.688318308;1.90660346453124;0.05;33.3681974469858;0.856471099480796;0;542559.304843502;542559.304843502;1309121.28050865;2.41286301575136;0.05;28.4174159881041;0.571718873287253;0;574181.895933867;574181.895933867;1259326.81069783;2.19325412315486;0.05;29.8291844481585;0.53153648818236
2001-06-10;0;561827.686477901;540369.081335249;1023528.87903753;1.89412924312472;0.05;29.8672964568565;0.980474649298368;0;638125.288358626;638125.288358626;1328599.0464435;2.08203478326474;0.05;26.7177577319345;0.728712113316192;0;719197.382645097;719197.382645097;1506081.04706753;2.09411363752242;0.05;28.5488048035965;0.670761359482652
2001-06-17;0;519788.257487897;518985.862356256;958494.827097037;1.84686115098658;0.05;26.2509341905685;0.877888130120807;0;636049.760581723;636049.760581723;1109096.40854737;1.74372584863959;0.05;24.5646974567985;0.72955656116045;0;754152.261298088;754152.261298088;1397551.20143579;1.85314196238072;0.05;26.6753617383553;0.710274022643053
2001-06-24;0;481221.487384185;445712.690312611;1082131.27726997;2.42786732527402;0.05;23.1482988396264;0.717646062044319;0;586950.069333285;586950.069333285;1242672.76109547;2.11716945958797;0.05;22.3526258745367;0.681177854082212;0;668168.866369011;668168.866369011;1500476.85252484;2.24565514505157;0.05;24.7420204928039;0.643638882251945
2001-07-01;0;485022.151590422;484660.663469408;1084779.95572252;2.23822570612023;0.04867145333456;21.506833384135;0.643979712088143;0;504394.146798819;504394.146798819;1126387.79245713;2.23315000700513;0.0484837753403859;21.1834225037214;0.601254628755196;0;611635.906233959;611635.906233959;1569790.60982446;2.5665442362437;0.05;23.1118705579374;0.573523506060337
2001-07-08;0;523075.831989;509705.519708831;1177956.14406637;2.31105235968266;0.045463428444037;20.2630198497125;0.587848941597889;0;314868.169311094;314868.169311094;828259.642417704;2.63049657966338;0.0440710416658459;19.9602717107327;0.559908238480115;0;602990.32336883;602990.32336883;1335194.5150163;2.21428846081101;0.05;22.2007833756462;0.520462668590304
2001-07-15;0;675632.333007752;630174.80880502;1292020.96516987;2.05025803494095;0.0438280641375562;20.1222632997026;0.627736759816709;0;281427.723647837;281427.723647837;692855.829746785;2.46193168450521;0.0422855040328448;19.5091784811514;0.463655505293581;0;497487.196003101;497487.196003101;1054351.84899585;2.11935474413551;0.05;21.7518943299271;0.432413307182711
2001-07-22;0;645078.970609933;653213.902583808;1515023.66312543;2.31933775005815;0.038519931337366;18.826927307912;0.654690598855975;0;251897.108757923;251897.108757923;741852.161715711;2.94506024850266;0.040781217791202;19.1460820709364;0.592419191281353;0;412199.454249989;412199.454249989;994212.337756373;2.41196907833218;0.0493002649667553;21.4531115995849;0.454891336753186
2001-07-29;0;620971.787947551;629465.596078032;1316770.78599782;2.09188682304821;0.0350732534941034;17.8758457641881;0.60325272983281;0;288920.280545901;288920.280545901;836451.080858329;2.89509299685676;0.0436095168241828;19.8625872750462;0.449904900533272;0;339763.51942551;339763.51942551;1038045.72731917;3.05520065566296;0.0484797895794145;21.2151590458114;0.443322670903182
2001-08-05;0;626893.082422129;626226.50256928;1172593.85663684;1.87247561677113;0.0346067881063915;17.8345476955135;0.619706801238662;0;313896.653144736;313896.653144736;824919.377967715;2.62799672982607;0.0460639973827848;20.5290750071961;0.502383420488772;0;510367.908413176;510367.908413176;1113524.21541744;2.18180688295935;0.0481889142247772;21.1365380021139;0.523334303714638
2001-08-12;0;589885.204158722;601242.789196833;1246309.92084279;2.07288959341643;0.0274132970710048;16.5786105709536;0.656048917092392;0;363620.082826088;363620.082826088;894583.056191956;2.46021355377067;0.0402402195783598;19.0374279965095;0.605659217119841;0;557911.008045848;557911.008045848;1269368.1446451;2.27521616591008;0.044540532508608;20.1223402082396;0.654831167429951
2001-08-19;0;589146.526210576;539218.657593451;1102578.73951417;2.04477112204354;0.0191535845701457;15.2805062512128;0.672198599264224;0;366713.238320019;366713.238320019;923264.278558663;2.51767370817674;0.0340760426593613;17.6784735845644;0.560217261442507;0;579348.891088839;579348.891088839;1348475.30967798;2.32757036462714;0.0410289108988716;19.2349431598002;0.695874562543448
