period;M0_EUR;M1_EUR;M2_EUR;moneyCirculation_EUR;moneyVelocity_EUR;keyInterestRate_EUR;priceIndex_EUR;creditUtilizationRate_EUR;M0_USD;M1_USD;M2_USD;moneyCirculation_USD;moneyVelocity_USD;keyInterestRate_USD;priceIndex_USD;creditUtilizationRate_USD;M0_YEN;M1_YEN;M2_YEN;moneyCirculation_YEN;moneyVelocity_YEN;keyInterestRate_YEN;priceIndex_YEN;creditUtilizationRate_YEN
2001-11-11;0;407690.109374898;388788.861280521;975181.416953905;2.50825451568245;0.0159686993879009;14.6718639767422;0.451523867081475;0;338631.766669625;338631.766669625;1036253.23277624;3.060118201454;0.05;32.175082120469;0.502358649798059;0;314838.333528019;314838.333528019;991930.200898375;3.15060173830483;0.05;35.3400879834891;0.468937963219868
2001-11-18;0;400944.949048305;400901.628610252;906349.506975449;2.26077781254559;0.0160721311200689;14.6885210477657;0.432554069265303;0;349016.151379676;349016.151379676;978941.675866967;2.80486066904688;0.05;32.2058255523777;0.509666504620169;0;331266.737722284;331266.737722284;743543.091635408;2.24454497529043;0.05;35.3054047852758;0.463870199747133
2001-11-25;0;390132.298433421;415441.695551001;914823.412282856;2.20205006401566;0.0164242417506402;14.7294417229259;0.431116456265074;0;349378.377729274;349378.377729274;1000494.97569459;2.86364308574886;0.05;32.2788265706363;0.474512220339045;0;324871.547700491;324871.547700491;911649.473789336;2.80618441424674;0.05;35.2479109693913;0.424972419832051
2001-12-02;0;363247.075413591;425639.534992025;1015830.54993789;2.38659820441004;0.0164206454411724;14.7584176636509;0.47684316906871;0;362400.475776094;362400.475776094;1179829.00825235;3.25559453454276;0.05;32.3628400928531;0.505876461489542;0;308324.659274653;308324.659274653;986545.142223481;3.1996958807783;0.05;35.1754466508054;0.431005562055653
2001-12-09;0;461352.97891091;458132.623257849;1104020.99479575;2.40982837446697;0.0162784645450066;14.7371951613777;0.526804292295208;0;415238.609974219;415238.609974219;1193135.51681748;2.87337325614195;0.05;32.2881559328143;0.612698631739006;0;401695.832685706;401695.832685706;1014263.32226948;2.52495355873672;0.05;35.0941131711533;0.541647693899314
2001-12-16;0;506200.885553172;457989.012241344;1148704.91667454;2.50814951007867;0.0159441015905368;14.7001244867135;0.529869772160734;0;505000.099822482;505000.099822482;1272740.30463499;2.5202773327815;0.05;32.1496050116564;0.665283591383972;0;499932.387777811;499932.387777811;1102694.5114931;2.20568728582389;0.05;34.9703169524769;0.61666407559456
2001-12-23;0;491207.344360935;508570.46948566;1104704.14418553;2.17217516640863;0.0156729193606723;14.671138254591;0.545865907965651;0;520130.084676482;520130.084676482;1452224.33226425;2.79204063569507;0.05;32.0045955993787;0.749671701702164;0;520192.393349502;520192.393349502;1416207.74444836;2.72246915286369;0.05;34.8038766473022;0.703398696785578
2001-12-30;0;457500.849617473;469107.330109442;1089884.83540092;2.32331657479463;0.0153435456204255;14.623037314328;0.508187104447816;0;556303.627420321;556303.627420321;1257786.42119622;2.26097109420048;0.05;31.8210980005311;0.789234389934493;0;578073.43595735;578073.43595735;1386898.77447512;2.39917402912361;0.05;34.5859283392866;0.757386910743768
2002-01-06;0;445846.72095413;471390.615889158;1058383.19172867;2.24523602306402;0.0148870762018718;14.5719621811795;0.512227267052624;0;527372.249751551;527372.249751551;1312131.43881247;2.48805552326771;0.05;31.6142482407665;0.83646207811624;0;578092.881626261;578092.881626261;1250912.01746531;2.16385992151696;0.05;34.3305330385859;0.779596823398159
2002-01-13;0;495781.680141199;475987.509987682;1147825.80928656;2.41146203461572;0.014419387646327;14.5114390288813;0.528878312585438;0;620368.268951629;620368.268951629;1467066.76717107;2.36483205314529;0.05;31.3588907819956;0.840321527682208;0;585537.147664265;585537.147664265;1459979.03609339;2.49340121616077;0.05;34.0291196387567;0.804351531506877
