period;income_EUR;consumption_EUR;consumptionRate_EUR;saving_EUR;savingRate_EUR;wage_EUR;dividend_EUR;governmentTransfers_EUR;budget_EUR;labourHourCapacity_EUR;retiredHouseholds_EUR;utility_EUR;utilityInput_COTTON_EUR;utilityInput_KILOWATT_EUR;utilityInput_WHEAT_EUR;utilityInput_REALESTATE_EUR;utilityInput_CLOTHING_EUR;utilityInput_LABOURHOUR_EUR;utilityInput_IRON_EUR;utilityInput_FOOD_EUR;utilityInput_COAL_EUR;incomeSource_DIVIDEND_EUR;incomeSource_TRANSFERS_EUR;incomeSource_WAGE_EUR;incomeDistribution_quantil5Percent_EUR;incomeDistribution_quantil50Percent_EUR;incomeDistribution_quantil95Percent_EUR;incomeDistribution_quantil99Percent_EUR;incomeDistribution_yTotalSum_EUR;incomeDistribution_incomeAt10PercentY_EUR;incomeDistribution_incomeAt50PercentY_EUR;incomeDistribution_incomeAt90PercentY_EUR;income_USD;consumption_USD;consumptionRate_USD;saving_USD;savingRate_USD;wage_USD;dividend_USD;governmentTransfers_USD;budget_USD;labourHourCapacity_USD;retiredHouseholds_USD;utility_USD;utilityInput_COTTON_USD;utilityInput_KILOWATT_USD;utilityInput_WHEAT_USD;utilityInput_REALESTATE_USD;utilityInput_CLOTHING_USD;utilityInput_LABOURHOUR_USD;utilityInput_IRON_USD;utilityInput_FOOD_USD;utilityInput_COAL_USD;incomeSource_DIVIDEND_USD;incomeSource_TRANSFERS_USD;incomeSource_WAGE_USD;incomeDistribution_quantil5Percent_USD;incomeDistribution_quantil50Percent_USD;incomeDistribution_quantil95Percent_USD;incomeDistribution_quantil99Percent_USD;incomeDistribution_yTotalSum_USD;incomeDistribution_incomeAt10PercentY_USD;incomeDistribution_incomeAt50PercentY_USD;incomeDistribution_incomeAt90PercentY_USD;income_YEN;consumption_YEN;consumptionRate_YEN;saving_YEN;savingRate_YEN;wage_YEN;dividend_YEN;governmentTransfers_YEN;budget_YEN;labourHourCapacity_YEN;retiredHouseholds_YEN;utility_YEN;utilityInput_COTTON_YEN;utilityInput_KILOWATT_YEN;utilityInput_WHEAT_YEN;utilityInput_REALESTATE_YEN;utilityInput_CLOTHING_YEN;utilityInput_LABOURHOUR_YEN;utilityInput_IRON_YEN;utilityInput_FOOD_YEN;utilityInput_COAL_YEN;incomeSource_DIVIDEND_YEN;incomeSource_TRANSFERS_YEN;incomeSource_WAGE_YEN;incomeDistribution_quantil5Percent_YEN;incomeDistribution_quantil50Percent_YEN;incomeDistribution_quantil95Percent_YEN;incomeDistribution_quantil99Percent_YEN;incomeDistribution_yTotalSum_YEN;incomeDistribution_incomeAt10PercentY_YEN;incomeDistribution_incomeAt50PercentY_YEN;incomeDistribution_incomeAt90PercentY_YEN
2001-02-04;587863.9573613;587863.9573613;1;0;0;261030.397992951;273949.06638132;0;0;32400;0;5417.45230122626;19196.1272249673;37.6870622568211;18621.2694104602;23.0929422133846;59.2626991539826;2255.61038033434;20026.7111562752;84.5782408226137;19937.6501202998;0.48470010294908;0;0.51529989705092;92.4134923635886;274.406180082946;535.340950710974;610.70395574044;580043.32296557;207.421680453441;325.152068331136;535.34093346009;542214.702438068;542214.702438068;1;0;0;237655.139143447;264916.078269772;0;0;32448;0;5174.5765087624;17978.5817778711;14.8864142697686;17496.4814171448;10.5017761976148;22.6930876606821;2045.96766101423;18259.7965185777;34.9647476620317;17448.5380329981;0.47845976230714;0;0.52154023769286;75.003835779511;273.776084471321;474.792723584558;544.713452153692;542214.702438067;196.043297546951;302.585081294707;474.792723468126;601524.33076245;601524.33076245;1;0;0;271166.001737174;288207.21395972;0;0;32416;0;5287.90394069887;18375.4764645732;13.7533759946689;18018.1663060559;10.2156514321249;24.1642929261458;2512.54342103399;18759.0698422947;31.2298866668872;19112.9098713893;0.47982628414098;0;0.52017371585902;111.807299812375;295.73994765856;592.309795125684;603.768544154494;601524.33076245;217.357689027414;342.957946215781;592.32938878026
2001-02-11;720853.413912732;720853.413912732;1;0;0;144901.938182323;441623.471836256;0;0;32464;0;4917.76986902802;19002.4352918795;79.9959873423237;18487.2741099228;48.6552838563414;105.540534748529;1568.40123763857;20484.3110966306;157.652239221678;18984.6013033743;0.512444528170582;0;0.487555471829418;9.16283087343248;219.606621956613;607.027076634609;750.679088336361;526815.679458771;217.671909568677;442.066250316697;674.943930138037;510595.446008874;510595.446008874;1;0;0;254229.786332451;215470.582394477;0;0;32560;0;4760.44793726086;15522.4301951189;16.8582255266007;15548.0150707787;9.69032291845298;30.9324968035798;1742.76945456336;15717.1820312137;46.9895415057067;15345.8239049698;0.475897077089274;0;0.524102922910726;22.2768438766152;240.851940536716;440.146384358332;492.094306596256;510595.446008873;158.895515378807;336.947672902822;440.146335421932;585040.974872309;585040.974872309;1;0;0;269811.078259741;272664.539027013;0;0;32464;0;4898.96224011986;15455.1296422543;16.4285229889287;15516.9038569515;10.0325322748213;29.68242796832;2190.37688640733;17775.9939469196;42.3175320542127;16530.8000723149;0.477040410965789;0;0.522959589034212;25.1394573004036;291.481321638903;577.396059052093;657.200135384241;585040.974872309;200.887993705957;350.70407240279;577.401308522927
2001-02-18;443268.56642938;443268.56642938;1;0;0;219132.577167757;276353.389022259;0;0;32544;0;5840.08239152042;26624.4060256732;112.489620723532;27124.9048885014;62.778065131706;142.235233829407;1872.22646160179;28400.8891127806;185.215972607215;27932.7545853932;0.542086361968445;0;0.457913638031555;7.87094586837715;216.28569974139;939.798636726224;1134.5899024263;700375.101683387;215.378434570755;549.472773997372;1131.31606560788;580492.767178379;580492.767178379;1;0;0;300661.369587432;239444.942296163;0;0;32592;0;4933.58034372829;16459.2490351043;54.6305013004231;15695.617137824;12.1354473310324;66.5873722014678;1928.38771745785;17589.4671157535;89.9185633790112;16185.2916602353;0.476069141162083;0;0.523930858837918;18.9698159490173;321.573940175675;492.911217940413;556.943884586336;580492.767178378;220.742500266041;363.912683702677;491.253960761427;608963.99328028;608963.99328028;1;0;0;284642.59936951;279411.181342915;0;0;32608;0;4887.4342815208;15311.4485822741;15.7470829353517;15135.8365090567;10.8894607346406;54.5762016966664;2229.79801967337;16733.5317740943;62.656999014906;15679.8432765826;0.478322594508866;0;0.521677405491134;82.0089871366058;316.563712867209;533.460114156694;570.327491069854;608963.993280279;214.78356390139;363.507882882904;533.078076062807
2001-02-25;561241.997746271;561241.997746271;1;0;0;170469.231056898;318188.32762051;0;0;32576;0;5798.81251755307;25130.5515535431;85.872320947385;25077.6114078493;59.8333518483939;116.020878119667;1501.17725644986;26604.302779288;177.889207359863;27106.6630133542;0.559900191931452;0;0.440099808068548;17.3883924327444;213.15293752209;955.127157106875;1005.45103363351;620484.574843223;147.872560478983;543.666768220457;955.353645444117;601520.507041907;601520.507041907;1;0;0;258537.400817036;307161.552723896;0;0;32688;0;4868.82717953022;16022.4020812908;40.440941883867;15775.4519781926;20.1099723855974;46.9896827579034;2036.27684113482;16998.2752818462;71.3768317274251;17506.3652408458;0.477198234504477;0;0.522801765495523;21.2058695872326;252.626680802856;661.34906803314;842.504482521293;601520.507041906;215.349396827572;367.55717472955;663.245711609189;596826.980223951;596826.980223951;1;0;0;266873.319269787;291336.565621195;0;0;32704;0;4586.02612481449;14507.3873945506;22.1198695447548;15740.4572665421;19.5144204526609;50.9994114686305;2182.24087059502;14759.5423931822;56.7028983332036;15278.8032043138;0.480545911578523;0;0.519454088421477;15.3674999450411;263.10963968046;626.452195385586;798.177301507972;596826.980223952;227.085562408653;410.316426122008;648.792314489255
2001-03-04;572955.620464401;572955.620464401;1;0;0;208191.841487276;385162.465038718;0;0;32672;0;5500.55852097763;25446.7379631722;101.312025856377;25329.7767116242;69.3937073254357;144.677423645154;1297.90007766807;26013.6945654643;203.60894503844;27932.8073073863;0.576589771333705;0;0.423410228666295;6.1023320819527;212.094640829596;1004.19869436831;1194.65578997671;593473.157070882;211.889609139146;544.143313244035;1194.10310841811;501805.670207109;501805.670207109;1;0;0;208814.316521074;255681.580943065;0;0;32752;0;4433.74936685099;12663.366168519;27.1421833725252;13361.064212778;15.9035734174648;30.8566019446145;1745.84552610795;14052.1647147523;44.023127060725;15085.2870897796;0.479920970788142;0;0.520079029211858;14.4772821709211;250.310711343715;574.984546022485;646.851652606431;501805.670207109;155.862196263468;351.545590659208;594.291837537804;597218.03268238;597218.03268238;1;0;0;227602.24444775;330556.334237683;0;0;32752;0;4709.05298727518;14257.7397510466;20.2242678749468;15424.8410131046;14.2899146157171;32.7552539204785;2215.75355493729;14790.7015974213;39.8869792836879;15503.1486274413;0.48366478279129;0;0.51633521720871;19.6820384730411;287.626959497815;621.55305911128;735.871629583729;597218.032682381;152.803590944811;377.109321974646;629.518392589235
2001-03-11;579389.92117245;579389.92117245;1;0;0;241239.977434309;359250.247240261;0;0;32704;0;5874.90459499633;26094.1409613688;131.470204138208;26196.8345414701;74.2125021463292;192.281595309942;1188.73882915916;27031.4173801009;232.136842509253;27455.5890175461;0.588740225273298;0;0.411259774726702;5.66748928136852;211.741021665868;819.773001424585;893.813405025773;586097.953996906;211.26647662484;439.556437259122;837.535318347225;590054.341580013;590054.341580013;1;0;0;301190.131020901;260572.027703983;0;0;32816;0;4827.54804357285;15118.2833009979;22.5888411660118;15636.9670456695;13.7498561547709;32.9404553935158;2042.94765223974;16551.6942505961;46.0451311644501;17618.5325944047;0.479392821129029;0;0.520607178870971;5.3735868378001;253.486881303292;543.88879353059;695.411907213306;590054.341580013;242.844995782985;367.04553260947;559.763696440345;634545.975379207;634545.975379207;1;0;0;328037.241784987;271957.187113786;0;0;32928;0;4822.29289229019;15099.204066368;26.2767073220186;16249.4733663036;16.74789256005;38.8762584146173;2346.58539247846;16021.2413985652;51.4827559466447;16341.1535226272;0.4867941253723;0;0.5132058746277;22.2219416628318;310.634384902296;625.686032463818;784.080932836281;634545.975379207;254.746500897261;377.01335697518;630.278810875896
2001-03-18;456676.067206812;456676.067206812;1;0;0;150771.875541485;224235.955077726;0;0;32768;0;5243.93712786786;22136.3201319902;107.465572952746;22419.2883135226;63.895066988102;150.908052156479;914.432578683618;22549.329895125;217.450591676582;23475.9232060971;0.593769539330361;0;0.40623046066964;3.7359158055425;211.396214575371;558.133258101584;716.357549529247;479896.297683264;211.275882317837;431.484799579312;579.707850168731;606905.810864709;606905.810864709;1;0;0;235591.061437921;343886.829980497;0;0;32912;0;4812.17577982434;15716.2448456066;31.9233618924969;16020.8616805586;17.1147292908305;41.7535095712547;2135.5179658713;16796.8584170912;56.4586634783646;17767.527619415;0.481029852614924;0;0.518970147385076;13.6730668963153;253.053939218837;667.158296347356;931.348595982966;606905.810864708;222.452455940988;456.590897036499;711.324186344493;639910.143082881;639910.143082881;1;0;0;337977.169513845;261184.134187149;0;0;33008;0;4945.01026068178;15439.5631355059;31.7516239751502;16123.0534082353;19.5355597754924;55.6932679874278;2375.58225035696;15805.738193157;63.7282056516045;16163.8423457954;0.488919229322974;0;0.511080770677026;20.3737870743962;325.160043574376;488.139533865982;622.122123344111;639910.14308288;230.799982189348;377.01161828397;487.864030195956
2001-03-25;467228.780535518;467228.780535518;1;0;0;141596.84350097;268442.843512846;0;0;32928;0;4815.27818791245;21450.3160128755;82.7783118239537;21470.634529596;53.1174843227864;126.114712360513;845.469177128209;21524.9404659083;182.797380795731;22592.6254645116;0.597244272951272;0;0.402755727048728;0.194368252665928;145.132548496234;778.539599601169;839.915106011019;447308.503043462;190.609455534343;469.698372034407;839.914014212033;488306.696171036;488306.696171036;1;0;0;241942.166180969;213861.940739897;0;0;32960;0;4395.40275253332;12757.4679446485;27.3288858625046;12865.3962822505;16.2376815088329;38.6268362386057;1678.70409749653;13536.8257077078;60.9698431158574;14374.1513127676;0.483361918660928;0;0.516638081339072;18.9202351941237;252.798847339973;534.294101556157;594.385810380766;488306.696171035;135.556052117124;347.080825193939;579.663805149162;547791.37433248;547791.37433248;1;0;0;235612.670598897;270637.444378196;0;0;33120;0;4438.53940049763;13233.1822362896;22.2376828737244;13312.4050607464;14.9065669288298;39.7615761195415;2044.13297223106;13518.6653200051;76.71853929232;13759.7090764327;0.491863571507256;0;0.508136428492744;23.0332519001198;263.062126089385;571.349291347236;716.99106601606;547791.374332481;153.699905279874;360.182675122959;613.509117865706
2001-04-01;427876.505384403;427876.505384403;1;0;0;167792.12733017;273103.514371965;0;0;32960;0;5303.25744622472;23661.8881631643;102.284273779025;24040.6686243432;57.3148901397522;131.438598874575;822.482328450369;23880.8491831321;200.84031912151;25515.2067242271;0.60029759822115;0;0.39970240177885;1.3289513677134;211.138190128869;643.622544616585;1038.50896171567;486437.425604137;180.528690678126;440.629004473723;890.247271772741;475203.485245824;475203.485245824;1;0;0;195466.771026153;245152.116686369;0;0;33056;0;4225.47279486693;12510.252068827;20.7716905199514;12533.8676648898;13.8649037347977;32.4000284848546;1644.30843933361;13244.4081405221;41.2929953469902;13848.6303200757;0.484598371813859;0;0.515401628186141;13.6098551725402;190.193240999927;572.089639452347;626.004282011616;475203.485245823;147.695509083225;360.839662244308;581.274394268483;494896.600979412;494896.600979412;1;0;0;176071.362495335;272613.026445568;0;0;33216;0;4217.16482614054;12019.2569813485;34.4427432080404;12104.7018419106;14.1676271886707;32.6021276869391;1891.88005907607;12195.560871842;51.8118363823682;12347.8527961847;0.494732706980911;0;0.505267293019089;20.327133104157;254.677649836115;518.44606455948;612.893664012849;494896.600979412;140.906314618863;320.235059290496;550.31746546542
2001-04-08;523562.542113805;523562.542113805;1;0;0;139668.86700649;336076.151790693;0;0;36208;0;5080.12383608429;22303.2657479963;103.340899788297;23056.0155400452;54.1762158956765;124.325998580918;824.407396472636;22591.5494004132;192.140109035971;24219.0661371963;0.602832379874149;0;0.397167620125851;0.103798928314019;151.467758550876;640.390239013307;914.249484526445;452851.600964638;157.218931585326;404.951026353136;903.952536943387;491584.732764909;491584.732764909;1;0;0;227216.038409513;232749.475413871;0;0;33136;0;4328.69454735307;12992.1097665092;35.8891526193072;12926.0532194499;15.6839517446663;35.2346069405802;1700.61826889438;13593.7180146986;55.8402556965011;14296.0329845134;0.485792181492655;0;0.514207818507345;13.583674049029;253.080853178323;530.069766939833;588.427073693855;491584.732764908;192.451318362326;355.498862068427;530.070272057791;567343.825612125;567343.825612125;1;0;0;212835.084568977;321792.78726739;0;0;33344;0;4524.71461983748;13765.640134762;29.3269794128943;13803.5811699281;15.0860428289851;35.5592782617821;2162.20184448151;14029.5052425749;53.5664325212517;14164.1079087147;0.496242361110811;0;0.503757638889189;16.6615302307584;263.333134312443;585.091383260266;832.087940380779;567343.825612125;183.737991449659;379.788840124733;592.881455164294
